customer_id,visit_date,kiosk_id,city,visit_number,weekday_flag,dwell_time_minutes,promo_exposed,spend_amount,items_purchased,payment_type
C0156,2024-06-23,K13,Jakarta,1,0,9.797017657669027,1,0.0,0,cash
C0157,2024-05-22,K17,Denpasar,1,1,9.333476332860647,0,17.02,2,cash
C0158,2024-01-20,K18,Surabaya,1,0,13.128490689057616,0,0.0,0,card
C0158,2024-01-13,K12,Bandung,2,0,17.159339912674152,0,0.0,0,card
C0159,2024-12-25,K7,Bandung,1,1,11.679694807330554,1,20.39,2,card
C0159,2024-08-26,K8,Bandung,2,1,14.649465774418868,0,0.0,0,cash
C0159,2024-12-11,K13,Surabaya,3,1,4.427648454096165,0,0.0,0,cash
C0159,2024-02-14,K12,Bandung,4,1,4.412314339923029,0,10.59,2,wallet
C0160,2024-07-15,K2,Bandung,1,1,13.511556525738213,0,3.42,2,cash
C0160,2024-04-17,K10,Surabaya,2,1,13.52807180625608,0,14.2,2,card
C0161,2024-11-18,K4,Medan,1,1,8.388186302555003,1,1.66,2,card
C0162,2024-05-29,K10,Bandung,1,1,2.0,0,4.74,1,cash
C0163,2024-06-23,K2,Denpasar,1,0,3.2562696193180596,1,2.26,2,cash
C0163,2024-11-09,K14,Bandung,2,0,6.3366547406155185,0,28.78,3,wallet
C0164,2024-07-27,K2,Medan,1,0,13.721778846439781,0,0.0,0,cash
C0164,2024-11-26,K10,Medan,2,1,17.225672741921343,0,4.62,3,cash
C0164,2024-11-10,K14,Medan,3,0,14.05513327409364,0,23.06,2,cash
C0164,2024-03-03,K4,Denpasar,4,0,4.790777870001437,0,0.0,0,wallet
C0164,2024-06-28,K3,Medan,5,1,14.508594965138496,0,15.18,1,wallet
C0165,2024-10-11,K6,Medan,1,1,21.21451524152325,0,0.0,0,cash
C0165,2024-12-21,K4,Medan,2,0,9.105494838317837,1,17.42,1,cash
C0165,2024-02-07,K15,Jakarta,3,1,12.716719412979447,0,0.0,0,cash
C0166,2024-06-13,K4,Denpasar,1,1,6.356885014936525,1,0.0,0,wallet
C0166,2024-04-15,K19,Denpasar,2,1,8.486261116503067,1,19.18,3,card
C0166,2024-05-09,K7,Denpasar,3,1,22.518659589081548,0,8.39,1,cash
C0167,2024-11-22,K18,Medan,1,1,15.317238645757556,0,0.0,0,cash
C0168,2024-06-19,K3,Surabaya,1,1,15.418362107084585,0,4.48,1,card
C0168,2024-10-29,K16,Denpasar,2,1,11.722763189431037,1,0.0,0,cash
C0168,2024-02-10,K9,Medan,3,0,5.827037771078803,0,10.94,2,cash
C0168,2024-08-13,K4,Bandung,4,1,11.523573264274978,1,22.62,1,wallet
C0168,2024-10-11,K10,Denpasar,5,1,13.607752565237378,1,2.84,2,wallet
C0169,2024-05-29,K4,Denpasar,1,1,13.1449819622967,1,0.0,0,cash
C0169,2024-06-12,K13,Bandung,2,1,7.988988578818994,0,1.17,2,card
C0169,2024-12-02,K7,Medan,3,1,11.630770364177254,0,6.14,1,cash
C0169,2024-12-08,K15,Bandung,4,0,5.512451800088847,0,14.61,3,wallet
C0170,2024-07-30,K6,Jakarta,1,1,19.793606064217187,1,4.34,3,cash
C0170,2024-09-03,K11,Bandung,2,1,17.34479767637569,1,3.1,2,card
C0170,2024-02-27,K2,Denpasar,3,1,13.35695490498849,1,8.94,1,card
C0170,2024-06-11,K20,Denpasar,4,1,15.904077139070688,0,17.19,3,card
C0171,2024-05-20,K20,Denpasar,1,1,8.823862667353994,0,4.92,2,card
C0171,2024-04-24,K9,Medan,2,1,17.09177692114135,1,13.76,3,card
C0172,2024-06-02,K11,Surabaya,1,0,14.326730867633229,0,0.0,0,cash
C0173,2024-08-07,K7,Bandung,1,1,18.432515595359654,1,10.77,1,card
C0174,2024-05-19,K20,Medan,1,0,11.222171527390822,0,6.14,1,card
C0174,2024-05-01,K19,Jakarta,2,1,7.1059287695943025,0,9.82,2,cash
C0174,2024-12-13,K15,Jakarta,3,1,8.570009791402892,0,0.85,2,card
C0175,2024-09-02,K9,Surabaya,1,1,14.554314945741588,0,9.5,3,card
C0175,2024-11-01,K2,Medan,2,1,10.192057097122035,1,4.03,3,card
C0176,2024-03-11,K19,Medan,1,1,17.13493131659866,0,9.78,3,card
C0177,2024-05-25,K16,Bandung,1,0,10.891557100004665,0,0.0,0,card
C0177,2024-02-08,K11,Surabaya,2,1,17.47580205860116,1,2.9,1,cash
C0178,2024-12-11,K6,Medan,1,1,11.493108718678998,0,11.46,3,wallet
C0178,2024-01-30,K5,Medan,2,1,9.050453510671218,0,5.54,3,card
C0178,2024-06-20,K3,Bandung,3,1,16.221416140487086,0,0.0,0,cash
C0179,2024-04-04,K2,Medan,1,1,18.041739087867818,1,10.62,2,wallet
C0179,2024-07-03,K16,Medan,2,1,10.832836006780521,0,0.0,0,cash
C0180,2024-08-02,K10,Bandung,1,1,9.037452173935348,0,8.07,3,cash
C0181,2024-01-29,K15,Denpasar,1,1,7.855361934975523,0,9.94,3,cash
C0181,2024-02-14,K3,Jakarta,2,1,14.734805477316451,0,4.93,3,wallet
C0181,2024-08-13,K17,Denpasar,3,1,12.344228656419263,0,0.0,0,wallet
C0182,2024-11-01,K17,Medan,1,1,12.261292452487416,0,0.0,0,cash
C0182,2024-05-13,K18,Denpasar,2,1,10.687298383589692,1,3.19,3,card
C0182,2024-06-27,K9,Medan,3,1,10.242139606999364,1,5.5,3,wallet
C0182,2024-01-06,K13,Denpasar,4,0,5.692905041242996,0,8.72,1,card
C0183,2024-04-23,K19,Bandung,1,1,17.97047624973076,1,12.06,1,cash
C0183,2024-08-20,K19,Surabaya,2,1,8.97668966252392,1,3.01,1,wallet
C0183,2024-06-28,K3,Surabaya,3,1,9.246907366989351,1,14.88,2,card
C0183,2024-11-05,K16,Bandung,4,1,22.388385664597216,0,0.0,0,cash
C0183,2024-08-01,K11,Bandung,5,1,6.130600177955137,0,5.11,2,wallet
C0184,2024-08-12,K19,Bandung,1,1,6.981693941640989,0,4.95,2,cash
C0185,2024-12-12,K16,Denpasar,1,1,13.565660700065777,0,20.75,3,cash
C0185,2024-09-02,K18,Jakarta,2,1,24.55778275792212,0,10.78,1,cash
C0185,2024-03-15,K17,Medan,3,1,11.690799580196582,0,3.8,1,cash
C0186,2024-06-01,K11,Surabaya,1,0,13.121698283890414,1,0.0,0,card
C0186,2024-06-30,K19,Jakarta,2,0,7.840225412527744,0,15.64,2,card
C0187,2024-01-21,K16,Bandung,1,0,4.554267910504358,0,4.85,1,wallet
C0187,2024-01-15,K13,Jakarta,2,1,6.851668858602782,0,8.96,1,wallet
C0188,2024-10-02,K13,Medan,1,1,15.247486824296198,0,3.74,2,cash
C0188,2024-04-26,K5,Denpasar,2,1,10.180403032551817,0,0.0,0,card
C0189,2024-03-13,K8,Denpasar,1,1,3.5365919224453144,1,4.14,2,cash
C0190,2024-08-10,K2,Jakarta,1,0,14.084647516324083,1,7.73,3,card
C0190,2024-03-10,K5,Bandung,2,0,9.746893579625524,0,6.14,3,card
C0190,2024-11-13,K3,Jakarta,3,1,15.720928551575174,1,6.9,3,cash
C0190,2024-10-31,K15,Bandung,4,1,7.944995681855776,1,0.0,0,card
C0191,2024-01-07,K6,Surabaya,1,0,12.746817411355945,0,3.01,1,card
C0191,2024-11-26,K2,Medan,2,1,13.866742798556992,0,10.91,2,cash
C0191,2024-02-23,K8,Bandung,3,1,11.28926731529727,1,10.52,1,wallet
C0191,2024-06-05,K4,Bandung,4,1,11.676556974837407,0,10.72,3,wallet
C0191,2024-08-17,K9,Bandung,5,0,12.364370490077578,1,0.0,0,card
C0192,2024-06-13,K3,Medan,1,1,23.473842957738924,1,3.92,3,wallet
C0192,2024-09-09,K18,Surabaya,2,1,8.044259447248493,0,5.84,2,cash
C0193,2024-09-27,K13,Jakarta,1,1,6.809557480918566,0,14.26,1,cash
C0193,2024-08-09,K18,Denpasar,2,1,3.629071505930483,0,9.61,1,card
C0193,2024-01-14,K20,Denpasar,3,0,11.468314987343426,0,7.22,2,cash
C0193,2024-09-28,K2,Medan,4,0,14.01595605380261,0,3.99,2,card
C0193,2024-03-21,K9,Denpasar,5,1,11.389714339393613,0,14.57,1,wallet
C0194,2024-12-28,K6,Bandung,1,0,15.397878425803206,0,11.82,2,card
C0195,2024-01-01,K4,Denpasar,1,1,5.8325120802754835,1,0.0,0,cash
C0196,2024-03-10,K2,Surabaya,1,0,4.551812892819454,0,0.0,0,cash
C0197,2024-04-22,K19,Surabaya,1,1,22.21038020071872,0,9.02,3,wallet
C0197,2024-05-25,K14,Jakarta,2,0,16.116399578388528,1,4.11,3,cash
C0197,2024-11-29,K6,Medan,3,1,11.402820630281404,1,10.51,2,wallet
C0197,2024-06-30,K15,Bandung,4,0,8.612414640581015,0,0.0,0,cash
C0198,2024-07-30,K10,Surabaya,1,1,9.719471324297146,1,7.64,2,cash
C0198,2024-07-25,K19,Jakarta,2,1,14.42500645761614,0,16.24,1,cash
C0198,2024-08-06,K8,Surabaya,3,1,19.849332181299836,1,5.66,3,cash
C0198,2024-07-05,K7,Medan,4,1,7.738991843392082,0,8.78,2,card
C0199,2024-01-02,K17,Denpasar,1,1,4.686168464444396,1,0.0,0,card
C0199,2024-12-05,K6,Denpasar,2,1,7.280677047885765,0,6.86,3,cash
C0200,2024-02-13,K5,Denpasar,1,1,17.300738526013298,0,15.61,2,cash
C0200,2024-03-27,K2,Jakarta,2,1,13.39495897374237,1,0.48,3,wallet
C0200,2024-03-01,K7,Surabaya,3,1,13.488024713985611,1,15.23,2,cash
C0200,2024-04-06,K15,Surabaya,4,0,6.578143957714386,0,0.0,0,card
C0200,2024-03-02,K2,Medan,5,0,4.83424092737644,0,7.4,1,cash
C0201,2024-10-04,K1,Bandung,1,1,12.714046962212915,0,0.0,0,cash
C0201,2024-12-09,K1,Jakarta,2,1,9.111247459229116,0,0.0,0,cash
C0201,2024-11-13,K8,Surabaya,3,1,10.424516334839453,1,4.25,1,card
C0202,2024-03-14,K18,Jakarta,1,1,9.854680615492711,0,5.65,1,cash
C0203,2024-02-16,K20,Surabaya,1,1,11.018596743060316,0,1.84,2,cash
C0204,2024-06-29,K1,Surabaya,1,0,2.9460119972018273,0,0.0,0,card
C0204,2024-02-18,K20,Medan,2,0,12.798238847039515,1,11.86,1,card
C0205,2024-01-25,K8,Denpasar,1,1,23.294135609540945,0,12.59,3,card
C0205,2024-10-25,K14,Jakarta,2,1,8.60846633742402,1,0.0,0,cash
C0206,2024-03-08,K12,Surabaya,1,1,14.741598137772494,0,7.78,1,card
C0207,2024-08-23,K16,Medan,1,1,5.085325248416094,0,0.0,0,cash
C0207,2024-07-05,K8,Surabaya,2,1,10.742553712542549,0,2.8,1,card
C0207,2024-07-10,K18,Medan,3,1,17.471698932013272,1,0.0,0,card
C0208,2024-03-11,K5,Bandung,1,1,13.937159357921301,1,2.3,3,card
C0209,2024-01-23,K11,Surabaya,1,1,2.8280434685970857,1,9.38,3,cash
C0210,2024-09-22,K17,Jakarta,1,0,12.96660162377233,1,1.49,3,card
C0211,2024-01-04,K2,Surabaya,1,1,14.831133824479753,0,0.0,0,wallet
C0211,2024-03-21,K19,Bandung,2,1,18.81281426356226,0,10.43,2,cash
C0212,2024-01-10,K4,Denpasar,1,1,12.707753895396717,1,24.04,2,cash
C0212,2024-05-28,K7,Medan,2,1,2.0,1,0.0,0,cash
C0213,2024-10-20,K12,Medan,1,0,12.691490583999554,0,0.0,0,cash
C0213,2024-07-18,K7,Jakarta,2,1,8.197909000943131,0,5.48,2,cash
C0213,2024-04-19,K10,Surabaya,3,1,19.241754284646383,0,7.54,2,cash
C0214,2024-08-19,K15,Jakarta,1,1,19.916889407647666,1,7.3,1,card
C0214,2024-04-19,K12,Denpasar,2,1,13.087082878433566,1,2.05,2,card
C0214,2024-06-09,K4,Surabaya,3,0,8.356737928399117,0,6.4,3,cash
C0215,2024-05-19,K8,Surabaya,1,0,13.023794412008922,0,31.32,1,cash
C0216,2024-04-13,K12,Surabaya,1,0,18.850218305854952,0,14.32,1,cash
C0217,2024-07-22,K8,Medan,1,1,3.8356108075481377,1,0.0,0,wallet
C0217,2024-01-05,K20,Denpasar,2,1,7.4205130310014,1,0.0,0,card
C0217,2024-12-20,K6,Jakarta,3,1,15.324777288678582,1,2.93,3,cash
C0217,2024-08-24,K7,Denpasar,4,0,7.059183261647954,0,0.0,0,wallet
C0218,2024-12-01,K9,Medan,1,0,7.50312936422673,0,1.89,2,card
C0218,2024-04-08,K14,Surabaya,2,1,6.506897874110939,1,0.0,0,cash
C0219,2024-07-18,K10,Medan,1,1,3.8853349865938096,1,3.91,3,card
C0219,2024-10-18,K18,Bandung,2,1,9.534275721229257,1,18.86,3,card
C0219,2024-08-13,K15,Medan,3,1,4.347692951283116,0,22.99,1,cash
C0220,2024-12-17,K10,Surabaya,1,1,11.313445171055601,0,4.99,2,wallet
C0221,2024-02-28,K15,Bandung,1,1,12.01143968071752,0,6.86,3,wallet
C0222,2024-03-20,K12,Medan,1,1,20.659497336815015,1,5.75,1,cash
C0222,2024-08-29,K12,Surabaya,2,1,8.265383574649162,1,8.9,1,cash
C0222,2024-05-30,K13,Bandung,3,1,12.561605827349062,0,1.17,2,cash
C0223,2024-11-03,K10,Surabaya,1,0,8.644281966184392,0,7.13,3,wallet
C0223,2024-01-10,K17,Jakarta,2,1,9.453933187004328,0,10.26,2,cash
C0224,2024-10-22,K12,Surabaya,1,1,16.68252058365244,0,7.34,1,wallet
C0224,2024-08-06,K18,Jakarta,2,1,8.620930144833403,1,12.59,3,wallet
C0225,2024-02-09,K13,Denpasar,1,1,4.142109606604111,0,0.0,0,wallet
C0226,2024-07-16,K2,Bandung,1,1,12.732546004792216,1,15.08,3,card
C0226,2024-02-11,K4,Bandung,2,0,12.123817690479013,1,6.43,3,wallet
C0227,2024-03-21,K10,Jakarta,1,1,10.50870256342546,1,5.42,2,cash
C0227,2024-12-09,K19,Denpasar,2,1,11.111683719874689,1,7.94,1,cash
C0227,2024-04-18,K14,Bandung,3,1,22.981115710763994,1,9.44,3,cash
C0227,2024-03-22,K18,Medan,4,1,15.10972905476105,0,23.92,3,card
C0227,2024-07-19,K19,Bandung,5,1,16.014020291066103,1,0.0,0,wallet
C0228,2024-07-22,K14,Medan,1,1,26.48259302759873,0,0.0,0,cash
C0228,2024-03-28,K7,Jakarta,2,1,12.425610286489075,1,0.0,0,card
C0229,2024-07-14,K19,Medan,1,0,11.602363661459007,0,23.45,2,card
C0229,2024-11-09,K2,Medan,2,0,2.0,1,0.0,0,wallet
C0229,2024-01-03,K10,Bandung,3,1,18.033040774319574,0,0.0,0,cash
C0229,2024-01-17,K19,Denpasar,4,1,4.364160717051762,1,0.0,0,cash
C0229,2024-07-29,K6,Medan,5,1,10.878089450543317,0,0.0,0,cash
C0230,2024-02-25,K4,Denpasar,1,0,18.97312694105588,0,16.81,3,card
C0231,2024-03-17,K11,Bandung,1,0,8.187403804267008,1,3.24,3,wallet
C0231,2024-08-03,K13,Jakarta,2,0,12.804421914958844,0,16.97,2,cash
C0231,2024-02-09,K3,Bandung,3,1,12.652578065020478,1,3.68,1,card
C0231,2024-12-27,K11,Denpasar,4,1,2.17035502926511,0,1.45,1,cash
C0231,2024-07-17,K13,Bandung,5,1,11.585696637320423,0,0.0,0,cash
C0232,2024-05-09,K8,Denpasar,1,1,22.114616444430343,1,3.52,1,card
C0232,2024-08-26,K18,Denpasar,2,1,11.987600844384197,0,0.0,0,cash
C0232,2024-06-24,K16,Bandung,3,1,27.46320639231341,1,17.81,3,wallet
C0233,2024-08-18,K13,Bandung,1,0,10.553861609231435,1,2.0,3,cash
C0233,2024-08-13,K16,Bandung,2,1,7.4865016788873335,1,1.99,3,card
C0234,2024-03-04,K6,Surabaya,1,1,3.3029901403163144,0,16.06,3,card
C0234,2024-05-02,K7,Jakarta,2,1,11.37412785808418,0,3.22,3,cash
C0235,2024-03-09,K6,Denpasar,1,0,15.373642730317531,0,15.08,1,wallet
C0236,2024-08-05,K6,Medan,1,1,11.167613065259893,1,7.35,1,cash
C0236,2024-09-15,K16,Bandung,2,0,13.133421242472986,1,5.65,2,card
C0236,2024-12-23,K8,Jakarta,3,1,5.215322151502123,0,5.21,3,card
C0237,2024-09-04,K14,Surabaya,1,1,13.115765273738486,0,0.0,0,cash
C0238,2024-10-11,K7,Jakarta,1,1,13.433964487720987,1,6.87,2,cash
C0238,2024-06-14,K1,Jakarta,2,1,17.473358181901382,0,0.0,0,card
C0238,2024-10-31,K5,Surabaya,3,1,9.099918336731577,0,1.45,2,cash
C0239,2024-05-08,K10,Medan,1,1,6.2179209162807165,0,0.0,0,wallet
C0239,2024-05-04,K20,Medan,2,0,14.76849962628424,1,17.3,1,card
C0239,2024-04-26,K9,Bandung,3,1,7.774230207869206,0,0.0,0,wallet
C0240,2024-02-04,K8,Bandung,1,0,5.8173983182666404,0,12.44,1,cash
C0241,2024-08-05,K3,Denpasar,1,1,7.206107719066126,0,13.5,3,card
C0241,2024-07-22,K1,Denpasar,2,1,5.237456552796388,1,0.0,0,wallet
C0241,2024-05-11,K3,Medan,3,0,14.923198491345595,0,3.46,1,card
C0241,2024-03-23,K4,Medan,4,0,14.708228439252963,1,2.92,1,cash
C0242,2024-01-22,K4,Medan,1,1,5.06065724772099,0,0.0,0,card
C0243,2024-08-30,K5,Surabaya,1,1,17.4524236245382,1,14.3,3,cash
C0243,2024-01-02,K19,Bandung,2,1,17.999377418903414,1,0.0,0,card
C0244,2024-12-20,K5,Denpasar,1,1,7.441617695990582,0,7.61,1,cash
C0244,2024-04-09,K10,Denpasar,2,1,6.976514501728632,1,5.76,2,card
C0245,2024-08-18,K14,Bandung,1,0,20.14469112821788,0,0.0,0,card
C0246,2024-01-20,K20,Denpasar,1,0,7.782992257714812,0,4.64,2,wallet
C0246,2024-03-09,K3,Surabaya,2,0,10.504091137862828,0,5.05,2,cash
C0246,2024-03-02,K3,Jakarta,3,0,12.64841954782638,0,27.04,2,cash
C0246,2024-03-04,K5,Surabaya,4,1,15.821490404692536,0,4.65,2,card
C0246,2024-06-19,K3,Denpasar,5,1,20.257249151376218,0,8.33,1,wallet
C0247,2024-10-25,K18,Denpasar,1,1,16.18150900335861,1,3.48,2,card
C0247,2024-06-29,K18,Bandung,2,0,7.621382072500729,0,0.0,0,wallet
C0248,2024-10-07,K8,Bandung,1,1,6.143919133113652,0,18.16,2,wallet
C0249,2024-10-15,K15,Surabaya,1,1,9.548892039923553,0,33.32,1,wallet
C0249,2024-10-08,K1,Bandung,2,1,8.603846734035224,0,3.18,2,wallet
C0249,2024-07-23,K6,Surabaya,3,1,15.186623415115363,0,5.06,2,cash
C0250,2024-07-04,K6,Surabaya,1,1,23.077723081023823,0,23.73,3,card
C0251,2024-03-29,K9,Medan,1,1,15.592087117358204,1,12.47,2,cash
C0252,2024-04-29,K17,Bandung,1,1,14.401302507029625,0,7.36,2,card
C0253,2024-04-01,K13,Jakarta,1,1,6.129629341955127,1,3.21,3,card
C0253,2024-05-18,K3,Medan,2,0,8.000034526524818,1,4.21,3,cash
C0253,2024-08-02,K8,Surabaya,3,1,13.557480343442228,1,6.71,2,wallet
C0253,2024-09-05,K10,Bandung,4,1,7.571688691718844,0,0.0,0,card
C0253,2024-06-16,K14,Denpasar,5,0,9.261709473143078,0,12.87,3,cash
C0254,2024-08-03,K11,Jakarta,1,0,4.337468630348405,0,4.67,1,cash
C0254,2024-01-02,K6,Medan,2,1,22.56174854742877,1,0.89,2,wallet
C0255,2024-06-17,K1,Jakarta,1,1,12.673537340514022,1,0.0,0,cash
C0256,2024-04-03,K7,Denpasar,1,1,11.407456391425438,0,0.0,0,wallet
C0256,2024-11-04,K18,Medan,2,1,7.832489801412309,0,13.43,2,cash
C0257,2024-02-08,K12,Jakarta,1,1,12.903871193629202,0,9.09,3,cash
C0258,2024-01-15,K5,Jakarta,1,1,15.547680853632205,0,0.0,0,cash
C0258,2024-11-06,K18,Denpasar,2,1,9.978772004013855,0,12.99,1,cash
C0259,2024-07-04,K19,Denpasar,1,1,2.0,0,10.17,2,cash
C0259,2024-01-18,K17,Bandung,2,1,15.654794881881081,0,4.09,1,cash
C0260,2024-12-06,K16,Surabaya,1,1,8.746700863158082,0,0.0,0,cash
C0261,2024-09-28,K18,Bandung,1,0,10.839877447916809,0,5.69,1,cash
C0262,2024-10-09,K3,Medan,1,1,7.348471510727775,1,13.38,1,card
C0262,2024-04-10,K2,Denpasar,2,1,10.224391722547505,1,0.0,0,wallet
C0263,2024-11-10,K17,Medan,1,0,15.401077279514118,0,11.31,2,wallet
C0263,2024-05-16,K20,Surabaya,2,1,4.8666205238983045,0,7.11,3,wallet
C0264,2024-04-09,K15,Bandung,1,1,18.75426165349503,0,9.23,2,cash
C0264,2024-03-24,K4,Surabaya,2,0,8.731604296812906,0,0.0,0,wallet
C0264,2024-11-26,K14,Surabaya,3,1,9.607308497885231,1,10.58,3,cash
C0264,2024-12-29,K20,Medan,4,0,16.7440654823581,0,15.31,3,cash
C0265,2024-11-29,K18,Jakarta,1,1,5.088486954316191,0,10.51,1,cash
C0266,2024-08-13,K17,Medan,1,1,15.927955650826512,0,1.2,2,wallet
C0266,2024-11-21,K6,Bandung,2,1,14.225521274163533,1,0.0,0,wallet
C0266,2024-07-21,K18,Medan,3,0,12.267703153077505,0,4.17,1,wallet
C0266,2024-07-28,K8,Surabaya,4,0,13.672300320485025,0,16.31,1,cash
C0267,2024-11-23,K5,Surabaya,1,0,6.135080742673033,1,13.5,3,cash
C0268,2024-08-29,K12,Jakarta,1,1,16.13557714282884,0,1.4,3,cash
C0268,2024-09-06,K11,Bandung,2,1,20.022537900827007,0,9.4,2,card
C0269,2024-10-30,K13,Surabaya,1,1,16.779687378821823,0,3.2,3,cash
C0269,2024-07-09,K15,Jakarta,2,1,11.638011879861914,0,9.26,1,wallet
C0269,2024-09-14,K6,Bandung,3,0,17.13071022200983,0,0.0,0,wallet
C0270,2024-09-14,K6,Medan,1,0,18.514927493584604,0,12.65,1,card
C0270,2024-06-03,K20,Jakarta,2,1,6.400042848641918,0,0.0,0,cash
C0270,2024-05-16,K3,Surabaya,3,1,11.131854833811747,1,0.0,0,wallet
C0271,2024-11-18,K11,Bandung,1,1,9.94139209422204,1,9.85,2,cash
C0271,2024-11-05,K14,Medan,2,1,13.576224632854272,1,17.5,1,cash
C0271,2024-04-22,K19,Jakarta,3,1,16.854024262686014,0,27.0,1,card
C0272,2024-08-20,K11,Medan,1,1,11.75517484570775,0,4.77,2,cash
C0272,2024-11-07,K4,Denpasar,2,1,7.094481430251322,1,0.0,0,card
C0273,2024-11-03,K11,Jakarta,1,0,7.848497340078962,0,0.0,0,cash
C0273,2024-01-07,K7,Surabaya,2,0,2.318470968299984,1,0.0,0,wallet
C0273,2024-10-18,K15,Jakarta,3,1,15.491942171530445,1,31.7,1,cash
C0273,2024-08-11,K11,Denpasar,4,0,14.692174786082262,0,14.0,3,cash
C0274,2024-11-22,K18,Jakarta,1,1,13.915840948794502,1,23.82,1,card
C0275,2024-08-25,K17,Bandung,1,0,2.468638389996471,1,4.74,2,wallet
C0275,2024-05-24,K9,Medan,2,1,12.103442539333088,0,5.83,3,cash
C0275,2024-03-13,K15,Surabaya,3,1,13.888157347164547,1,10.19,3,cash
C0275,2024-06-30,K5,Surabaya,4,0,18.51532490166221,0,0.0,0,card
C0275,2024-07-02,K6,Bandung,5,1,6.432709958923694,1,5.42,1,card
C0276,2024-07-10,K20,Bandung,1,1,19.610733792740234,0,0.0,0,card
C0277,2024-04-13,K17,Jakarta,1,0,4.219873606070228,1,14.3,3,cash
C0277,2024-04-22,K12,Jakarta,2,1,11.902477357295677,1,0.0,0,card
C0277,2024-11-13,K10,Bandung,3,1,13.241625712579411,1,13.36,2,wallet
C0277,2024-05-24,K12,Denpasar,4,1,12.390588676180082,1,0.0,0,card
C0277,2024-11-15,K6,Surabaya,5,1,18.283884391804477,0,0.0,0,card
C0278,2024-11-06,K4,Denpasar,1,1,11.85820535371313,0,0.0,0,cash
C0279,2024-07-27,K9,Medan,1,0,12.212741289951547,1,9.63,1,cash
C0280,2024-08-16,K16,Jakarta,1,1,13.96317057825484,0,0.0,0,wallet
C0281,2024-01-15,K4,Bandung,1,1,14.85747368231781,1,11.62,1,wallet
C0281,2024-05-03,K13,Denpasar,2,1,16.539811568135246,1,8.11,1,cash
C0281,2024-04-12,K11,Surabaya,3,1,5.889119674244938,1,9.16,1,cash
C0282,2024-06-01,K6,Surabaya,1,0,16.292425859597895,0,11.35,1,card
C0282,2024-02-21,K9,Bandung,2,1,16.17804012559985,0,0.0,0,wallet
C0283,2024-11-04,K4,Medan,1,1,20.290851033470794,1,1.95,1,card
C0283,2024-03-29,K17,Denpasar,2,1,22.16890407871581,1,1.02,2,wallet
C0283,2024-12-05,K2,Medan,3,1,16.013904179574105,0,8.37,2,card
C0283,2024-03-31,K14,Bandung,4,0,7.79805146830205,0,3.45,3,card
C0283,2024-02-17,K20,Bandung,5,0,16.53743793110736,0,7.58,2,cash
C0284,2024-12-21,K13,Denpasar,1,0,10.029221144076013,0,14.26,2,card
C0285,2024-06-01,K6,Bandung,1,0,12.067251823096464,0,25.98,2,cash
C0285,2024-07-22,K12,Surabaya,2,1,9.953712725311298,1,0.0,0,card
C0285,2024-05-25,K9,Denpasar,3,0,11.49002641682034,1,23.63,3,card
C0286,2024-02-25,K15,Denpasar,1,0,7.787836849368368,1,0.0,0,cash
C0286,2024-02-26,K2,Bandung,2,1,9.307131633516878,0,3.52,2,cash
C0286,2024-05-12,K2,Jakarta,3,0,9.784733001210018,1,0.0,0,wallet
C0287,2024-10-04,K1,Medan,1,1,5.320687979156933,0,18.95,2,card
C0288,2024-06-11,K7,Surabaya,1,1,15.049145388317465,0,13.94,3,wallet
C0289,2024-02-11,K19,Jakarta,1,0,17.604242218239044,0,0.83,2,cash
C0289,2024-11-03,K2,Jakarta,2,0,9.378586285450606,1,0.0,0,cash
C0290,2024-02-14,K9,Surabaya,1,1,13.42028285264935,0,0.0,0,card
C0291,2024-09-28,K19,Denpasar,1,0,12.390637517473928,1,10.11,1,card
C0292,2024-08-26,K10,Medan,1,1,18.245001039112516,0,5.58,1,cash
C0292,2024-07-12,K19,Jakarta,2,1,16.918573467639987,0,0.0,0,wallet
C0292,2024-11-16,K9,Medan,3,0,18.127352726572347,0,5.9,3,card
C0292,2024-10-31,K5,Surabaya,4,1,10.264067524438687,0,7.2,2,cash
C0293,2024-11-02,K10,Denpasar,1,0,15.854011099939855,0,0.0,0,card
C0293,2024-06-15,K20,Surabaya,2,0,2.0,1,13.01,2,wallet
C0294,2024-12-19,K5,Jakarta,1,1,10.193768285361937,0,4.12,3,cash
C0294,2024-04-16,K2,Denpasar,2,1,21.289642804638415,0,0.0,0,card
C0294,2024-10-13,K8,Denpasar,3,0,5.60933429907417,0,18.28,3,cash
C0294,2024-01-20,K1,Medan,4,0,15.651784656005994,0,10.12,2,card
C0295,2024-02-12,K18,Surabaya,1,1,12.142329696061445,0,8.72,1,card
C0295,2024-11-01,K12,Surabaya,2,1,8.441044162652725,1,0.0,0,cash
C0296,2024-05-18,K20,Medan,1,0,5.346474343345369,0,0.0,0,wallet
C0297,2024-12-24,K17,Denpasar,1,1,4.944715844669591,1,0.7,3,cash
C0297,2024-10-04,K10,Jakarta,2,1,15.221592470356802,0,14.67,2,card
C0298,2024-06-17,K2,Bandung,1,1,7.517077932720272,0,0.0,0,cash
C0298,2024-06-16,K15,Bandung,2,0,8.022763820665057,1,8.77,1,wallet
C0298,2024-06-11,K15,Surabaya,3,1,11.544620698234864,0,15.85,3,wallet
C0298,2024-06-18,K8,Medan,4,1,25.843460241295272,1,1.4,3,cash
